Series Name,Series Code,Country Name,Country Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Macao SAR, China",MAC,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Madagascar,MDG,451.182322025532,458.167177453147,453.960700393644,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Malawi,MWI,299.864774921147,330.2464285219,363.078294559165,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Malaysia,MYS,7435.84307466934,8009.27373147313,8223.62864461731,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Maldives,MDV,7786.1562057937,8200.92362553445,8433.12567542371,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mali,MLI,718.047962839787,771.692317332364,797.522856199878,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Malta,MLT,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Marshall Islands,MHL,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mauritania,MRT,1334.8736479932,1399.46345273145,1408.71769177789,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mauritius,MUS,10134.9133108882,11112.6648387574,11071.0544858123,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mexico,MEX,7283.86154766868,7520.70397024031,7749.90497867507,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Micronesia, Fed. Sts.",FSM,3511.98344794976,3425.24014977541,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Moldova,MDA,3285.47349724603,3876.31206784191,4124.14667118955,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Monaco,MCO,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mongolia,MNG,2539.52426768996,2927.57032173353,3151.47142945513,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Montenegro,MNE,6813.82784083267,7650.47719615856,7628.6844826724,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Morocco,MAR,2663.70553016264,2825.40795926166,2844.48002473348,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mozambique,MOZ,350.861892627633,391.16492719019,381.872116741786,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Myanmar,MMR,1171.76947016485,1272.89072044063,1269.08603877864,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Namibia,NAM,4539.54387940455,4647.1941667814,4201.81524407185,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Nauru,NRU,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Nepal,NPL,865.651952187964,979.216589518917,1009.0429395773,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Netherlands,NLD,40917.1737258613,44736.3312763972,43778.1493082753,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,New Caledonia,NCL,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,New Zealand,NZL,35022.1852955237,35146.7701443876,34344.5709703326,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Nicaragua,NIC,1891.66488420509,1782.82437644065,1718.55601016466,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Niger,NER,467.870057520618,537.042564421026,526.352967240659,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Nigeria,NGA,1596.35237564688,1586.54750404569,1779.18854779902,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,North Macedonia,MKD,4285.91489408477,4944.71685133105,4870.40650189282,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Northern Mariana Islands,MNP,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Norway,NOR,61785.5580863972,65957.4089165757,60776.1303711873,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Oman,OMN,9781.81654598714,9964.04802867506,9188.76162466458,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Pakistan,PAK,1356.87790429623,1368.28420967262,1186.30910941568,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Palau,PLW,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Panama,PAN,13240.934284718,13143.0102693175,13274.4370014398,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Papua New Guinea,PNG,2264.77048061496,2310.40977319817,2338.57324406126,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Paraguay,PRY,5184.38137935274,5272.64776541286,4885.11863767675,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Peru,PER,5579.22775197968,5729.32017913581,5955.76338427538,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Philippines,PHL,3165.92672895952,3279.59491919542,3471.83986180631,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Poland,POL,11677.7427107423,13031.4338406223,13254.815704081,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Portugal,PRT,17264.9698419969,18840.1422661323,18590.6191907488,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Puerto Rico,PRI,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Qatar,QAT,45065.1899309916,48313.350994723,45338.1717033259,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Romania,ROU,8719.96666124368,9941.85641366506,10873.6931308655,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Russian Federation,RUS,8396.7572826598,8697.09867989007,8755.51405752291,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Rwanda,RWA,618.036145499006,630.422669698934,666.479213945874,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Samoa,WSM,3647.28920086797,3578.00930744606,3658.45919314538,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,San Marino,SMR,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sao Tome and Principe,STP,1310.79536996847,1442.30058076341,1455.72683008523,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Saudi Arabia,SAU,17210.067183831,18968.1823258992,19160.0942144652,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Senegal,SEN,1193.34879316428,1280.46498073533,1276.6797872523,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Serbia,SRB,4830.48289410076,5669.25618071489,5770.76775226334,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Seychelles,SYC,12703.9476962534,13505.5721581061,14587.4332055692,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sierra Leone,SLE,438.468978931607,455.055063136945,476.377311325493,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Singapore,SGP,47060.8550319364,49451.0365989665,48343.5972511389,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Slovak Republic,SVK,14188.907754856,15834.765117934,15649.8712377711,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Slovenia,SVN,18555.5028557701,20805.9952126581,20746.3207024567,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Solomon Islands,SLB,1873.73645501608,1975.54847330365,1974.3738337643,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Somalia,SOM,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,South Africa,ZAF,5012.69285587017,5182.17633440786,4862.22280639724,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,South Sudan,SSD,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Spain,ESP,23859.4477566581,25799.0410316519,25054.596088812,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sri Lanka,LKA,3670.0351016143,3676.83263619212,3465.8141756167,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Kitts and Nevis,KNA,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Lucia,LCA,8254.97917105396,8728.17874623498,8921.99309699281,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Martin (French part),MAF,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Vincent and the Grenadines,VCT,5900.28620684425,6003.39179166511,6095.00735794662,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sudan,SDN,879.123076201594,616.484582431094,520.166228028962,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Suriname,SUR,3333.82955192895,3638.3378684234,4611.48023923375,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sweden,SWE,45629.4411121591,46185.7101108989,43998.417054382,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Switzerland,CHE,61418.2535141194,64906.6889670087,65600.0554669657,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Syrian Arab Republic,SYR,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tajikistan,TJK,885.785920849133,878.660204831592,947.952945071323,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tanzania,TZA,849.976652027154,909.954745758845,979.371164495937,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Thailand,THA,5075.51406955187,5558.31962534467,6069.01639480222,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Timor-Leste,TLS,1260.32905298637,934.517297469974,1418.53335279106,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Togo,TGO,524.997574347134,600.125127420068,616.76318966814,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tonga,TON,4273.50120845002,4597.77169845596,4707.81592572133,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Trinidad and Tobago,TTO,13380.8641765662,13300.114809247,14260.5577754574,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tunisia,TUN,3207.13096624504,3220.46447348273,3117.33584905201,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Turkey,TUR,8834.09864518221,7982.41307733762,7585.04068541969,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Turkmenistan,TKM,..,4664.00650702972,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Turks and Caicos Islands,TCA,24125.7176169127,25443.7025572197,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tuvalu,TUV,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Uganda,UGA,575.036442479379,632.124767336384,669.373832982982,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Ukraine,UKR,2351.39196873247,2727.71563964269,3238.33202915717,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,United Arab Emirates,ARE,37734.4341624822,40019.94277407,39305.7796297503,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,United Kingdom,GBR,33744.7352936364,35834.9652745681,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,United States,USA,51313.8555310133,53540.3508033555,55419.3864147421,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Uruguay,URY,14527.4608931254,14308.1162946022,13626.1880952028,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Uzbekistan,UZB,1540.87139311272,1220.23862950366,1435.19396432147,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Vanuatu,VUT,2761.88373974956,2865.4044564177,2862.23850894513,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Venezuela, RB",VEN,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Vietnam,VNM,1864.32677824381,2033.24611388038,2162.50074383231,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,West Bank and Gaza,PSE,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Yemen, Rep.",YEM,914.783622903364,783.416514816667,745.893154705334,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Zambia,ZMB,1168.0213963495,1173.27359782409,1049.04158263009,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Zimbabwe,ZWE,1268.18751240217,1394.08877335237,1208.27986973807,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Africa Eastern and Southern,AFE,1240.54800007963,1227.29470191768,1198.27351796901,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Africa Western and Central,AFW,1303.39774595751,1341.60733048296,1424.47996803499,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Arab World,ARB,5057.36487638089,5334.41627906142,5378.72144738548,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Caribbean small states,CSS,8189.9127787288,8344.47305727473,8916.42508248707,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Central Europe and the Baltics,CEB,11548.9669330182,13018.7357910882,13350.17015373,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Early-demographic dividend,EAR,2934.05970658781,2938.75649155226,2986.59263810486,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,East Asia & Pacific,EAS,8522.94456630569,9159.04368546615,9315.32860930769,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,East Asia & Pacific (excluding high income),EAP,5891.12340647466,6481.31034722072,6680.63329399129,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,East Asia & Pacific (IDA & IBRD countries),TEA,5956.80219751842,6553.41508739921,6754.85535921419,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Euro area,EMU,30706.6875827235,33078.426675849,32192.169245788,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Europe & Central Asia,ECS,19430.820980953,20694.9089254946,20316.415523789,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Europe & Central Asia (excluding high income),ECA,6433.01850944198,6519.40160692533,6644.41598144877,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Europe & Central Asia (IDA & IBRD countries),TEC,6913.71567101217,7114.71046030131,7243.70114085488,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,European Union,EUU,27348.9252858206,29523.3572769315,28874.2512363565,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Fragile and conflict affected situations,FCS,1379.16864856174,1418.5803919364,1480.22730272425,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Heavily indebted poor countries (HIPC),HPC,792.024045949647,818.067307192219,834.682830033366,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,High income,HIC,35500.6376019683,37385.0796265939,37581.780230732,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,IBRD only,IBD,5015.00676566863,5242.01820393634,5336.4321039724,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,IDA & IBRD total,IBT,4028.1010909151,4194.37883634489,4260.62055248154,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,IDA blend,IDB,1462.90908791391,1460.87454234787,1472.38339346958,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,IDA only,IDX,911.171027990338,955.62657109704,993.092179427043,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,IDA total,IDA,1095.07389842284,1123.50557689604,1151.94085176249,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Late-demographic dividend,LTE,7392.18165080703,7943.3664951323,8086.24677855959,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Latin America & Caribbean,LCN,7725.60502273742,7281.69880282173,7122.73985675454,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Latin America & Caribbean (excluding high income),LAC,7441.46604796841,6956.16988964557,6801.32135650497,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,7634.38544185849,7190.58813902704,7030.03166722621,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Least developed countries: UN classification,LDC,901.262318934991,912.181595215459,941.144363758402,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Low & middle income,LMY,3919.40932385762,4076.28608181091,4143.64459120048,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Low income,LIC,549.018495551312,550.787938713856,575.652585812325,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Lower middle income,LMC,1943.6541387219,1974.88199263871,2057.96497113949,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Middle East & North Africa,MEA,6117.19961003909,6414.19158018099,6519.36170231942,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Middle East & North Africa (excluding high income),MNA,3026.83031413575,3072.44344345214,3215.62971214202,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Middle East & North Africa (IDA & IBRD countries),TMN,3030.0801725538,3076.05902904905,3219.73713268029,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Middle income,MIC,4284.20087809427,4463.56824454531,4542.03829592395,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,North America,NAC,49871.3873076647,51939.0202159173,53619.5328794149,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Not classified,INX,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,OECD members,OED,31099.8357574669,32588.5884496123,32727.5386052497,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Other small states,OSS,10336.9690104024,10960.5415475532,10558.5167227482,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Pacific island small states,PSS,3649.89769182137,3800.30224809717,3704.61103616378,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Post-demographic dividend,PST,35863.093232068,37747.0680097857,38008.8103472939,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Pre-demographic dividend,PRE,1139.5488509024,1137.93299798535,1183.60019613768,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Small states,SST,9534.17074426726,10050.1843282998,9846.32272376226,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,South Asia,SAS,1656.17277484344,1683.48979401859,1724.54859123942,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,South Asia (IDA & IBRD),TSA,1656.17277484344,1683.48979401859,1724.54859123942,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sub-Saharan Africa,SSF,1264.82346402478,1272.57458976709,1289.23365254688,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sub-Saharan Africa (excluding high income),SSA,1263.77788067092,1271.47480667549,1288.0581618386,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1264.82346402478,1272.57458976709,1289.23365254688,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Upper middle income,UMC,7299.42901232912,7694.1973334585,7796.80860895995,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,World,WLD,8977.80675600225,9378.10878369135,9434.34336738115,..,..
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 05/25/2022,,,,,,,,
